2026/09/17 19:23:09.948, 4.80, 0, 41
2026/09/17 19:23:10.959, 4.90, 0, 41
2026/09/17 19:23:11.959, 4.97, 0, 41
2026/09/17 19:23:12.959, 5.72, 0, 41
2026/09/17 19:23:13.987, 13.36, 0, 983
2026/09/17 19:23:14.987, 16.84, 0, 1085
2026/09/17 19:23:15.987, 17.31, 0, 1085
2026/09/17 19:23:16.987, 17.06, 0, 1275
2026/09/17 19:23:17.988, 91.95, 98, 5203
2026/09/17 19:23:18.988, 146.79, 100, 5203
2026/09/17 19:23:19.988, 147.03, 100, 5203
2026/09/17 19:23:20.988, 146.71, 98, 5203
2026/09/17 19:23:21.988, 147.86, 100, 5203
2026/09/17 19:23:22.988, 147.93, 100, 5203
2026/09/17 19:23:23.989, 147.87, 98, 5203
2026/09/17 19:23:24.989, 148.30, 100, 5203
2026/09/17 19:23:25.989, 148.49, 100, 5223
2026/09/17 19:23:26.989, 148.91, 98, 5223
2026/09/17 19:23:27.990, 148.81, 100, 5223
2026/09/17 19:23:28.990, 149.10, 100, 5223
2026/09/17 19:23:29.990, 149.73, 98, 5223
2026/09/17 19:23:30.990, 149.50, 99, 5223
2026/09/17 19:23:31.990, 148.63, 100, 5223
2026/09/17 19:23:32.991, 149.94, 98, 5223
2026/09/17 19:23:33.991, 150.23, 98, 5223
2026/09/17 19:23:34.991, 149.81, 100, 5223
2026/09/17 19:23:35.991, 150.67, 100, 5223
2026/09/17 19:23:36.991, 150.46, 98, 5223
2026/09/17 19:23:37.992, 149.86, 100, 5223
2026/09/17 19:23:38.992, 150.53, 100, 5223
2026/09/17 19:23:39.992, 151.60, 98, 5223
2026/09/17 19:23:40.992, 150.82, 100, 5223
2026/09/17 19:23:41.992, 151.48, 100, 5223
2026/09/17 19:23:42.993, 150.54, 98, 5223
2026/09/17 19:23:43.993, 151.01, 100, 5223
2026/09/17 19:23:44.993, 151.90, 100, 5223
2026/09/17 19:23:45.993, 152.01, 98, 5223
2026/09/17 19:23:46.993, 152.01, 100, 5223
2026/09/17 19:23:47.994, 150.86, 100, 5223
2026/09/17 19:23:48.994, 152.18, 98, 5223
2026/09/17 19:23:49.994, 151.97, 100, 5223
2026/09/17 19:23:50.994, 151.83, 100, 5223
2026/09/17 19:23:51.995, 152.68, 98, 5223
2026/09/17 19:23:52.995, 152.63, 100, 5223
2026/09/17 19:23:53.995, 152.80, 100, 5223
2026/09/17 19:23:54.995, 153.00, 98, 5223
2026/09/17 19:23:55.995, 152.97, 100, 5223
2026/09/17 19:23:56.996, 152.28, 100, 5223
2026/09/17 19:23:57.996, 152.25, 90, 5223
2026/09/17 19:23:58.996, 153.14, 100, 5223
2026/09/17 19:23:59.996, 152.73, 100, 5223
2026/09/17 19:24:00.997, 154.25, 98, 5223
2026/09/17 19:24:01.997, 153.53, 100, 5223
2026/09/17 19:24:02.997, 151.68, 100, 5223
2026/09/17 19:24:03.997, 152.29, 98, 5223
2026/09/17 19:24:04.997, 153.48, 100, 5223
2026/09/17 19:24:05.998, 152.95, 100, 5223
2026/09/17 19:24:06.998, 154.55, 100, 5223
2026/09/17 19:24:07.998, 153.95, 100, 5223
2026/09/17 19:24:08.998, 154.04, 98, 5223
2026/09/17 19:24:09.999, 153.37, 100, 5223
2026/09/17 19:24:10.999, 153.99, 100, 5223
2026/09/17 19:24:11.999, 153.38, 98, 5223
2026/09/17 19:24:12.999, 154.18, 100, 5223
2026/09/17 19:24:14.000, 154.79, 100, 5223
2026/09/17 19:24:15.000, 154.20, 100, 5223
