2026/07/04 00:26:30.725, 19.96, 0, 33
2026/07/04 00:26:31.729, 11.18, 0, 33
2026/07/04 00:26:32.729, 10.98, 0, 33
2026/07/04 00:26:33.729, 10.97, 0, 36
2026/07/04 00:26:34.730, 16.15, 0, 975
2026/07/04 00:26:35.730, 21.59, 0, 1057
2026/07/04 00:26:36.730, 21.53, 0, 1057
2026/07/04 00:26:37.730, 21.25, 0, 1057
2026/07/04 00:26:38.730, 21.17, 0, 1057
2026/07/04 00:26:39.730, 45.20, 98, 1771
2026/07/04 00:26:40.730, 121.30, 100, 7369
2026/07/04 00:26:41.731, 158.93, 100, 7369
2026/07/04 00:26:42.731, 159.17, 100, 7369
2026/07/04 00:26:43.731, 160.28, 100, 7369
2026/07/04 00:26:44.731, 159.20, 100, 7369
2026/07/04 00:26:45.731, 158.79, 100, 7369
2026/07/04 00:26:46.731, 159.91, 100, 7369
2026/07/04 00:26:47.732, 159.71, 100, 7369
2026/07/04 00:26:48.732, 159.62, 100, 7369
2026/07/04 00:26:49.732, 160.49, 100, 7369
2026/07/04 00:26:50.732, 159.21, 100, 7369
2026/07/04 00:26:51.732, 159.27, 99, 7369
2026/07/04 00:26:52.732, 160.52, 100, 7369
2026/07/04 00:26:53.733, 159.71, 100, 7369
2026/07/04 00:26:54.733, 159.55, 98, 7369
2026/07/04 00:26:55.733, 160.65, 100, 7369
2026/07/04 00:26:56.733, 159.96, 100, 7369
2026/07/04 00:26:57.733, 159.60, 98, 7369
2026/07/04 00:26:58.733, 160.74, 100, 7369
2026/07/04 00:26:59.734, 160.67, 100, 7369
2026/07/04 00:27:00.734, 159.77, 98, 7369
2026/07/04 00:27:01.734, 160.76, 100, 7369
2026/07/04 00:27:02.734, 160.95, 100, 7369
2026/07/04 00:27:03.734, 160.16, 98, 7369
2026/07/04 00:27:04.734, 161.00, 100, 7369
2026/07/04 00:27:05.735, 161.18, 100, 7369
2026/07/04 00:27:06.735, 160.10, 98, 7369
2026/07/04 00:27:07.735, 161.04, 100, 7369
2026/07/04 00:27:08.735, 161.46, 100, 7369
2026/07/04 00:27:09.735, 160.08, 98, 7369
2026/07/04 00:27:10.735, 161.78, 100, 7369
2026/07/04 00:27:11.736, 161.77, 100, 7369
2026/07/04 00:27:12.736, 160.30, 98, 7369
2026/07/04 00:27:13.736, 162.23, 100, 7369
2026/07/04 00:27:14.736, 162.10, 100, 7369
2026/07/04 00:27:15.736, 160.48, 98, 7369
2026/07/04 00:27:16.736, 161.55, 100, 7369
2026/07/04 00:27:17.737, 162.36, 100, 7369
2026/07/04 00:27:18.737, 160.57, 98, 7369
2026/07/04 00:27:19.737, 162.22, 100, 7369
2026/07/04 00:27:20.737, 161.91, 100, 7369
2026/07/04 00:27:21.737, 161.23, 99, 7369
2026/07/04 00:27:22.738, 161.56, 100, 7369
2026/07/04 00:27:23.738, 162.36, 100, 7369
2026/07/04 00:27:24.738, 161.52, 100, 7369
2026/07/04 00:27:25.738, 161.48, 100, 7369
2026/07/04 00:27:26.738, 162.59, 100, 7369
2026/07/04 00:27:27.738, 161.35, 100, 7369
2026/07/04 00:27:28.739, 161.71, 100, 7369
2026/07/04 00:27:29.739, 162.49, 100, 7369
2026/07/04 00:27:30.739, 161.53, 100, 7369
2026/07/04 00:27:31.739, 161.29, 100, 7369
2026/07/04 00:27:32.740, 162.45, 100, 7369
2026/07/04 00:27:33.740, 161.51, 100, 7369
2026/07/04 00:27:34.740, 161.42, 98, 7369
2026/07/04 00:27:35.740, 162.35, 100, 7369
2026/07/04 00:27:36.740, 162.05, 100, 7369
2026/07/04 00:27:37.740, 161.41, 98, 7369
2026/07/04 00:27:38.741, 162.20, 100, 7369
2026/07/04 00:27:39.741, 161.61, 100, 7369
2026/07/04 00:27:40.741, 160.41, 98, 7369
2026/07/04 00:27:41.741, 162.91, 100, 7369
2026/07/04 00:27:42.741, 162.59, 100, 7369
2026/07/04 00:27:43.741, 161.71, 98, 7369
2026/07/04 00:27:44.742, 162.63, 100, 7369
2026/07/04 00:27:45.742, 162.66, 100, 7369
2026/07/04 00:27:46.742, 161.41, 98, 7369
2026/07/04 00:27:47.742, 162.41, 100, 7369
2026/07/04 00:27:48.742, 162.05, 100, 7369
2026/07/04 00:27:49.742, 161.20, 98, 7369
2026/07/04 00:27:50.743, 162.32, 100, 7369
2026/07/04 00:27:51.743, 162.35, 100, 7369
2026/07/04 00:27:52.743, 161.37, 98, 7369
2026/07/04 00:27:53.743, 162.30, 100, 7369
2026/07/04 00:27:54.743, 162.54, 100, 7369
2026/07/04 00:27:55.743, 161.39, 98, 7369
2026/07/04 00:27:56.744, 163.05, 100, 7369
2026/07/04 00:27:57.744, 163.15, 100, 7369
2026/07/04 00:27:58.744, 161.82, 100, 7369
